sweep,energy_per_spin,M2,cos_x,cos_y,current_x,current_y,current_x2,current_y2,vortex_abs_density
5.000000000000000000e+00,-1.442519396942979704e+00,3.659650725604770560e-01,4.154070483919725802e+02,4.154841242471836722e+02,2.669952558782452634e+00,5.128097674034612918e-01,7.128646666148966027e+00,2.629738575443920645e-01,0.000000000000000000e+00
1.000000000000000000e+01,-1.406622254057726007e+00,3.746748889974304553e-01,4.036453373601264616e+02,4.065690809771237468e+02,-2.094927131822173383e+00,-2.970944937272933739e+00,4.388719687644678125e+00,8.826513820307676284e+00,1.388888888888888812e-02
1.500000000000000000e+01,-1.382820920188737812e+00,3.454530575012615401e-01,4.072137241957342439e+02,3.892911258329787643e+02,6.895849143021219874e-01,-1.161015105490946731e+01,4.755273540330649529e-01,1.347956075178154265e+02,1.736111111111111188e-02
2.000000000000000000e+01,-1.436401669725808183e+00,3.669940007512371705e-01,4.130581416513215345e+02,4.143092201107439223e+02,-3.430833770920390879e+00,-1.029692095870005630e+01,1.177062036368782927e+01,1.060265812297164842e+02,1.041666666666666609e-02
2.500000000000000000e+01,-1.437075434975256139e+00,3.692367703267109280e-01,4.226855836929092902e+02,4.050698668528382314e+02,2.294805214982122976e-01,-7.295898842638907311e+00,5.266130974709147539e-02,5.323013992201974531e+01,1.388888888888888812e-02
3.000000000000000000e+01,-1.425239552485127348e+00,4.081892214712931621e-01,4.076405802480472289e+02,4.132974019833860666e+02,1.308950546364091494e+01,-1.963316603312004816e+01,1.713351532826853543e+02,3.854612084840588295e+02,1.736111111111111188e-02
3.500000000000000000e+01,-1.461076561880331859e+00,3.948961091345695174e-01,4.284479889490642108e+02,4.131321106940068830e+02,-6.893325326445590484e+00,-1.988863496462914426e+01,4.751793405621620536e+01,3.955578007562689322e+02,3.472222222222222029e-03
4.000000000000000000e+01,-1.406075945348038925e+00,3.666045264342709387e-01,4.114999392802266129e+02,3.983998052402438361e+02,-1.040930235012792338e+01,-1.199211494915642007e+01,1.083535754163787033e+02,1.438108209537808762e+02,2.083333333333333218e-02
4.500000000000000000e+01,-1.487782417721216888e+00,4.282891469182961708e-01,4.324722846105486838e+02,4.244903879968721867e+02,5.189881332685452264e+00,4.671210429160044697e+00,2.693486824735692764e+01,2.182020687349356791e+01,1.388888888888888812e-02
5.000000000000000000e+01,-1.454865240890386380e+00,4.225953085608621929e-01,4.229769540056485084e+02,4.150254247472140605e+02,-3.127707040026433738e+00,8.516137579404418290e+00,9.782551328230915999e+00,7.252459927134414386e+01,3.472222222222222029e-03
5.500000000000000000e+01,-1.467738121627306658e+00,4.260184442372098590e-01,4.290456073102452592e+02,4.163715507470834041e+02,1.295440962741512436e+00,2.547330459437844752e+00,1.678167287948656661e+00,6.488892469579821132e+00,0.000000000000000000e+00
6.000000000000000000e+01,-1.397864238309156626e+00,4.436506048057247686e-01,4.065862516999047216e+02,3.985835495661696086e+02,2.995298467878297899e+00,-7.862421853332261179e+00,8.971812911674078350e+00,6.181767739975671105e+01,0.000000000000000000e+00
6.500000000000000000e+01,-1.467934929367773256e+00,4.783503682136370783e-01,4.164787300372910295e+02,4.290517892785463800e+02,-5.153281994280308531e+00,-5.997353332900418721e+00,2.655631531257363420e+01,3.596824699965176109e+01,3.472222222222222029e-03
7.000000000000000000e+01,-1.465260556072687903e+00,5.105302201480372837e-01,4.224567588964463312e+02,4.215333214014219152e+02,6.284096048295433334e+00,5.458299857600541483e-01,3.948986314420228183e+01,2.979303733548209210e-01,1.388888888888888812e-02
7.500000000000000000e+01,-1.464758437427461368e+00,4.430188557783719117e-01,4.297531318455141900e+02,4.139477281127036008e+02,-3.678546011925309500e+00,-1.092958829159042011e+01,1.353170076185159942e+01,1.194559002236703975e+02,6.944444444444444059e-03
8.000000000000000000e+01,-1.448524403839282382e+00,4.251099519011679595e-01,4.168630687961921240e+02,4.174869878152344995e+02,-5.717331066154830665e+00,4.931632340140033044e+00,3.268787452001913607e+01,2.432099753831505851e+01,0.000000000000000000e+00
8.500000000000000000e+01,-1.453556319773735117e+00,4.128917812634588791e-01,4.226874201573148184e+02,4.145610200323566232e+02,1.035580391539520662e+01,1.151903307785646646e+00,1.072426747341146864e+02,1.326881230487514163e+00,3.472222222222222029e-03
9.000000000000000000e+01,-1.428201508161695887e+00,3.965444021943975716e-01,4.199777892559433212e+02,4.026662794451934815e+02,1.235905639134537459e+01,-6.933021697160959285e-01,1.527462748844549481e+02,4.806678985330462561e-01,1.041666666666666609e-02
9.500000000000000000e+01,-1.392667030872796197e+00,3.793716026977769773e-01,3.950293443721124049e+02,4.071468654106182612e+02,1.001683115729023577e+01,4.379161940599160197e+00,1.003369064336604453e+02,1.917705930199220177e+01,1.388888888888888812e-02
1.000000000000000000e+02,-1.443885311479244926e+00,4.415376467930500204e-01,4.113207511224828181e+02,4.203571882895622593e+02,-6.159009725551324976e+00,1.238288641014271274e+00,3.793340079943580889e+01,1.533358758464970828e+00,6.944444444444444059e-03
1.050000000000000000e+02,-1.477627343484278377e+00,4.888636749721153030e-01,4.236696997908930484e+02,4.274436500560512968e+02,9.481245693281547204e+00,1.991945806726610702e+00,8.989401989636988333e+01,3.967848096935727931e+00,6.944444444444444059e-03
1.100000000000000000e+02,-1.390211851215730432e+00,4.785696614770745816e-01,3.992921693839407453e+02,4.014698569163198840e+02,2.765778310349467084e+00,-2.817471166603540134e+00,7.649529661999553198e+00,7.938143774642313133e+00,2.083333333333333218e-02
1.150000000000000000e+02,-1.495153753643015060e+00,5.576904872637622468e-01,4.329447633202358929e+02,4.282637987781407105e+02,5.994261927664501499e+00,2.968227672848760434e+00,3.593117605744814824e+01,8.810375517865168149e+00,3.472222222222222029e-03
1.200000000000000000e+02,-1.500826489162225386e+00,5.899729609303443478e-01,4.341754870595090097e+02,4.303005706979327556e+02,-1.791293758240554368e+00,4.556595656739761413e-01,3.208733328311569544e+00,2.076256397901965756e-01,6.944444444444444059e-03
1.250000000000000000e+02,-1.557962318491599163e+00,6.090650233664248736e-01,4.504161158383578822e+02,4.469701796128032356e+02,-2.950053093855194319e+00,-2.373495593054618880e+00,8.702813256564603250e+00,5.633481330249696661e+00,0.000000000000000000e+00
1.300000000000000000e+02,-1.543935765313583230e+00,6.069190878041796910e-01,4.442860813739478658e+02,4.450209194466760891e+02,-8.457337037761869070e+00,1.714097986735920065e+00,7.152654977029870054e+01,2.938131908132134207e+00,0.000000000000000000e+00
1.350000000000000000e+02,-1.462209402419301529e+00,5.704975004895411761e-01,4.232423483891520277e+02,4.189902674043655679e+02,-3.057001969062884683e+00,-5.144556040619985282e-02,9.345261038854353330e+00,2.646645685507958111e-03,3.472222222222222029e-03
1.400000000000000000e+02,-1.551983914469081904e+00,5.866474386061061308e-01,4.449327227802259586e+02,4.490100119539651473e+02,-1.474412231885175117e+00,-7.054597995485510253e+00,2.173891429532623487e+00,4.976735287790818063e+01,3.472222222222222029e-03
1.450000000000000000e+02,-1.494745685422695258e+00,5.244382133098604015e-01,4.271984173100883595e+02,4.337750974933840666e+02,3.429692804944490803e+00,9.270345417205838601e-02,1.176279273628800937e+01,8.593930415430928865e-03,3.472222222222222029e-03
1.500000000000000000e+02,-1.455867315659194361e+00,5.427847484671056710e-01,4.241895273234870842e+02,4.143900464962088108e+02,-1.963682363130914155e-01,-9.368411071243032850e+00,3.856048423271411091e-02,8.776712599978903029e+01,6.944444444444444059e-03
1.550000000000000000e+02,-1.413066451478368180e+00,5.494481294269349947e-01,4.040956286086220643e+02,4.098306474429179502e+02,9.874392052374586726e+00,2.608567779528582875e+00,9.750361840399840219e+01,6.804625860394681425e+00,1.388888888888888812e-02
1.600000000000000000e+02,-1.450342443719416563e+00,5.539127988792309498e-01,4.243500835704323890e+02,4.110471640119515087e+02,3.301302642971808865e+00,2.965577248964177848e+00,1.089859914049265122e+01,8.794648419573940501e+00,1.041666666666666609e-02
1.650000000000000000e+02,-1.439112371383686195e+00,5.470095350806128964e-01,4.216358266676951985e+02,4.072928992493079932e+02,-3.582620460436445331e+00,-5.900764449383029131e-01,1.283516936353784743e+01,3.481902108710260291e-01,6.944444444444444059e-03
1.700000000000000000e+02,-1.465405314605860987e+00,4.973026402524004519e-01,4.154894332231990006e+02,4.285840279897769278e+02,1.575554528218209516e+00,-1.325753773618311548e+01,2.482372071388904811e+00,1.757623068263193318e+02,6.944444444444444059e-03
1.750000000000000000e+02,-1.491354118580995980e+00,5.838031364899779474e-01,4.282883745699502356e+02,4.307315977327034489e+02,-2.024664579311675983e+00,5.854112610255161053e-01,4.099266658719326273e+00,3.427063445354849303e-01,1.388888888888888812e-02
